__SVJCKHsex,__SVJCKHxvar,__SVJCKHl,__SVJCKHm,__SVJCKHs
2,2,-.59890002,15.4052,.085450001
2,2,-.56840003,15.6881,.084540002
2,2.0833333,-.56840003,15.659,.084519997
2,2.1666667,-.56840003,15.6308,.084490001
2,2.25,-.56840003,15.6037,.084459998
2,2.3333333,-.56840003,15.5777,.08444
2,2.4166667,-.56840003,15.5523,.084430002
2,2.5,-.56840003,15.5276,.08444
2,2.5833333,-.56840003,15.5034,.084480003
2,2.6666667,-.56840003,15.4798,.084550001
2,2.75,-.56840003,15.4572,.08467
2,2.8333333,-.56840003,15.4356,.08484
2,2.9166667,-.56840003,15.4155,.08506
2,3,-.56840003,15.3968,.085349999
2,3.0833333,-.56840003,15.3796,.085689999
2,3.1666667,-.56840003,15.3638,.086089998
2,3.25,-.56840003,15.3493,.086539999
2,3.3333333,-.56840003,15.3358,.08704
2,3.4166667,-.56840003,15.3233,.087569997
2,3.5,-.56840003,15.3116,.088129997
2,3.5833333,-.56840003,15.3007,.088720001
2,3.6666667,-.56840003,15.2905,.089309998
2,3.75,-.56840003,15.2814,.089910001
2,3.8333333,-.56840003,15.2732,.090510003
2,3.9166667,-.56840003,15.2661,.0911
2,4,-.56840003,15.2602,.091679998
2,4,-1.151,15.656,.087279998
2,4.0830002,-1.1569999,15.639,.087700002
2,4.1669998,-1.163,15.622,.088140003
2,4.25,-1.169,15.605,.088600002
2,4.3330002,-1.175,15.589,.089060001
2,4.4169998,-1.181,15.573,.089539997
2,4.5,-1.187,15.557,.090039998
2,4.5830002,-1.193,15.542,.090539999
2,4.6669998,-1.198,15.528,.091059998
2,4.75,-1.204,15.515,.091600001
2,4.8330002,-1.209,15.503,.092139997
2,4.9169998,-1.215,15.492,.092699997
2,5,-1.22,15.483,.093259998
2,5.0830002,-1.225,15.475,.093840003
2,5.1669998,-1.2309999,15.468,.09443
2,5.25,-1.2359999,15.463,.095030002
2,5.3330002,-1.2410001,15.46,.095629998
2,5.4169998,-1.245,15.457,.096239999
2,5.5,-1.25,15.457,.096859999
2,5.5830002,-1.255,15.458,.097489998
2,5.6669998,-1.26,15.461,.098119996
2,5.75,-1.2640001,15.465,.098750003
2,5.8330002,-1.2690001,15.47,.099399999
2,5.9169998,-1.273,15.477,.10004
2,6,-1.277,15.485,.10069
2,6.0830002,-1.281,15.494,.10135
2,6.1669998,-1.286,15.506,.102
2,6.25,-1.289,15.517,.10266
2,6.3330002,-1.293,15.53,.10332
2,6.4169998,-1.2970001,15.544,.10397
2,6.5,-1.301,15.56,.10463
2,6.5830002,-1.304,15.577,.10529
2,6.6669998,-1.308,15.596,.10595
2,6.75,-1.311,15.614,.1066
2,6.8330002,-1.314,15.635,.10725
2,6.9169998,-1.317,15.656,.10789
2,7,-1.3200001,15.677,.10854
2,7.0830002,-1.323,15.7,.10918
2,7.1669998,-1.325,15.723,.10981
2,7.25,-1.3279999,15.748,.11044
2,7.3330002,-1.33,15.772,.11106
2,7.4169998,-1.332,15.798,.11167
2,7.5,-1.334,15.824,.11228
2,7.5830002,-1.336,15.85,.11288
2,7.6669998,-1.3380001,15.877,.11346
2,7.75,-1.339,15.905,.11404
2,7.8330002,-1.341,15.934,.11461
2,7.9169998,-1.342,15.963,.11517
2,8,-1.344,15.993,.11572
2,8.0830002,-1.345,16.021999,.11625
2,8.1669998,-1.345,16.054001,.11679
2,8.25,-1.346,16.084999,.1173
2,8.3330002,-1.347,16.118,.1178
2,8.4169998,-1.347,16.15,.1183
2,8.5,-1.348,16.184,.11879
2,8.5830002,-1.348,16.218,.11926
2,8.6669998,-1.348,16.253,.11972
2,8.75,-1.349,16.288,.12017
2,8.8330002,-1.349,16.323999,.1206
2,8.9169998,-1.348,16.361,.12103
2,9,-1.348,16.399,.12144
2,9.0830002,-1.348,16.437,.12185
2,9.1669998,-1.347,16.475,.12223
2,9.25,-1.347,16.514999,.12261
2,9.3330002,-1.346,16.555,.12298
2,9.4169998,-1.346,16.596001,.12333
2,9.5,-1.345,16.636999,.12367
2,9.5830002,-1.344,16.679001,.124
2,9.6669998,-1.3430001,16.722,.12432
2,9.75,-1.342,16.764999,.12462
2,9.8330002,-1.341,16.809,.12492
2,9.9169998,-1.34,16.853001,.1252
2,10,-1.339,16.898001,.12547
2,10.083,-1.3380001,16.943001,.12572999
2,10.167,-1.337,16.99,.12598
2,10.25,-1.336,17.035999,.12622
2,10.333,-1.334,17.083,.12644
2,10.417,-1.3329999,17.131001,.12666
2,10.5,-1.332,17.179001,.12687001
2,10.583,-1.33,17.226999,.12706
2,10.667,-1.329,17.277,.12725
2,10.75,-1.327,17.327,.12741999
2,10.833,-1.326,17.377001,.12759
2,10.917,-1.324,17.427,.12774
2,11,-1.322,17.478001,.12789001
2,11.083,-1.321,17.530001,.12803
2,11.167,-1.319,17.580999,.12816
2,11.25,-1.318,17.634001,.12827
2,11.333,-1.316,17.687,.12838
2,11.417,-1.314,17.739,.12849
2,11.5,-1.312,17.792999,.12858
2,11.583,-1.311,17.846001,.12865999
2,11.667,-1.309,17.9,.12875
2,11.75,-1.307,17.954,.12882
2,11.833,-1.306,18.007999,.12887999
2,11.917,-1.304,18.062,.12894
2,12,-1.302,18.117001,.12898999
2,12.083,-1.3,18.172001,.12903
2,12.167,-1.299,18.226999,.12907
2,12.25,-1.2970001,18.281,.12909999
2,12.333,-1.295,18.337,.12913001
2,12.417,-1.293,18.391001,.12915
2,12.5,-1.291,18.445999,.12917
2,12.583,-1.29,18.5,.12918
2,12.667,-1.288,18.555,.12918
2,12.75,-1.286,18.610001,.12919
2,12.833,-1.284,18.664,.12919
2,12.917,-1.283,18.718,.12918
2,13,-1.281,18.771999,.12917
2,13.083,-1.279,18.825001,.12916
2,13.167,-1.277,18.879999,.12914
2,13.25,-1.276,18.931999,.12913001
2,13.333,-1.274,18.985001,.12909999
2,13.417,-1.272,19.038,.12908
2,13.5,-1.271,19.09,.12905
2,13.583,-1.2690001,19.142,.12902001
2,13.667,-1.267,19.194,.12898999
2,13.75,-1.266,19.243999,.12895
2,13.833,-1.2640001,19.295,.12892
2,13.917,-1.262,19.344999,.12887999
2,14,-1.261,19.395,.12884
2,14.083,-1.2589999,19.445,.12879001
2,14.167,-1.258,19.493,.12875
2,14.25,-1.256,19.542,.1287
2,14.333,-1.2539999,19.589001,.12865999
2,14.417,-1.253,19.636999,.12861
2,14.5,-1.251,19.684,.12856001
2,14.583,-1.25,19.73,.12851
2,14.667,-1.248,19.775999,.12846
2,14.75,-1.247,19.822001,.1284
2,14.833,-1.245,19.865999,.12835
2,14.917,-1.244,19.910999,.1283
2,15,-1.242,19.955,.12824
2,15.083,-1.2410001,19.997999,.12819
2,15.167,-1.239,20.041,.12813
2,15.25,-1.238,20.083,.12807
2,15.333,-1.2359999,20.124001,.12802
2,15.417,-1.235,20.166,.12796
2,15.5,-1.233,20.205999,.1279
2,15.583,-1.232,20.246,.12785
2,15.667,-1.2309999,20.285,.12779
2,15.75,-1.229,20.323999,.12773
2,15.833,-1.228,20.363001,.12768
2,15.917,-1.226,20.400999,.12762
2,16,-1.225,20.438,.12757
2,16.083,-1.224,20.475,.12751
2,16.167,-1.222,20.511,.12745
2,16.25,-1.221,20.547001,.1274
2,16.333,-1.22,20.582001,.12734
2,16.417,-1.2180001,20.617001,.12729
2,16.5,-1.217,20.652,.12723
2,16.583,-1.216,20.684999,.12718
2,16.667,-1.214,20.718,.12712
2,16.75,-1.2130001,20.750999,.12706999
2,16.833,-1.212,20.783001,.12702
2,16.917,-1.21,20.816,.12695999
2,17,-1.209,20.847,.12691
2,17.083,-1.2079999,20.878,.12685999
2,17.167,-1.206,20.908001,.12681
2,17.25,-1.205,20.938,.12676001
2,17.333,-1.204,20.968,.12671
2,17.417,-1.2029999,20.997,.12666
2,17.5,-1.201,21.025999,.1266
2,17.583,-1.2,21.054001,.12656
2,17.667,-1.199,21.082001,.1265
2,17.75,-1.197,21.110001,.12646
2,17.833,-1.196,21.136999,.12640999
2,17.917,-1.1950001,21.164,.12636
2,18,-1.194,21.190001,.12631001
2,18.083,-1.193,21.216,.12627
2,18.167,-1.191,21.242001,.12622
2,18.25,-1.1900001,21.267,.12616999
2,18.333,-1.189,21.292999,.12613
2,18.417,-1.188,21.316999,.12608001
2,18.5,-1.186,21.341999,.12604
2,18.583,-1.1849999,21.365999,.126
2,18.667,-1.184,21.389999,.12594999
2,18.75,-1.183,21.413,.12591
2,18.833,-1.181,21.436001,.12587
2,18.917,-1.1799999,21.459,.12582
2,19,-1.179,21.482,.12578
2,19.083,-1.178,21.504,.12574001
2,19.167,-1.177,21.527,.1257
2,19.25,-1.175,21.548,.12566
2,19.333,-1.174,21.57,.12560999
2,19.417,-1.173,21.591,.12558
2,19.5,-1.1720001,21.612,.12554
2,19.583,-1.171,21.632999,.12549999
2,19.667,-1.169,21.653,.12546
2,19.75,-1.168,21.674,.12542
2,19.833,-1.1670001,21.695,.12537999
2,19.917,-1.166,21.715,.12534
2,20,-1.165,21.735001,.12530001
