__SVJCKHsex,__SVJCKHxvar,__SVJCKHl,__SVJCKHm,__SVJCKHs
2,4.1669998,1,51.208,.023360001
2,4.25,1,51.257999,.023320001
2,4.3330002,1,51.308998,.023290001
2,4.4169998,1,51.358002,.023259999
2,4.5,1,51.405998,.023229999
2,4.5830002,1,51.453999,.02321
2,4.6669998,1,51.500999,.02318
2,4.75,1,51.546001,.023159999
2,4.8330002,1,51.591,.02314
2,4.9169998,1,51.637001,.02311
2,5,1,51.681,.023089999
2,5.0830002,1,51.724998,.02307
2,5.1669998,1,51.768002,.02306
2,5.25,1,51.810001,.02304
2,5.3330002,1,51.852001,.02303
2,5.4169998,1,51.893002,.023010001
2,5.5,1,51.933998,.023
2,5.5830002,1,51.974998,.02299
2,5.6669998,1,52.014,.022980001
2,5.75,1,52.053001,.02297
2,5.8330002,1,52.091999,.02296
2,5.9169998,1,52.131001,.022949999
2,6,1,52.168999,.022940001
2,6.0830002,1,52.207001,.022940001
2,6.1669998,1,52.243999,.02293
2,6.25,1,52.280998,.02293
2,6.3330002,1,52.318001,.02293
2,6.4169998,1,52.355,.02293
2,6.5,1,52.390999,.022919999
2,6.5830002,1,52.426998,.022919999
2,6.6669998,1,52.462002,.022919999
2,6.75,1,52.498001,.02293
2,6.8330002,1,52.533001,.02293
2,6.9169998,1,52.568001,.02293
2,7,1,52.604,.02293
2,7.0830002,1,52.638,.022940001
2,7.1669998,1,52.673,.022940001
2,7.25,1,52.707001,.022949999
2,7.3330002,1,52.741001,.02296
2,7.4169998,1,52.775002,.02296
2,7.5,1,52.808998,.02297
2,7.5830002,1,52.841999,.022980001
2,7.6669998,1,52.875999,.02299
2,7.75,1,52.909,.023
2,7.8330002,1,52.942001,.023010001
2,7.9169998,1,52.974998,.023019999
2,8,1,53.007999,.02303
2,8.0830002,1,53.041,.02304
2,8.1669998,1,53.073002,.023050001
2,8.25,1,53.105999,.02306
2,8.3330002,1,53.138,.023080001
2,8.4169998,1,53.168999,.023089999
2,8.5,1,53.201,.0231
2,8.5830002,1,53.231998,.023119999
2,8.6669998,1,53.264,.02313
2,8.75,1,53.294998,.023150001
2,8.8330002,1,53.326,.023159999
2,8.9169998,1,53.356998,.02318
2,9,1,53.387001,.0232
2,9.0830002,1,53.417,.02321
2,9.1669998,1,53.448002,.023229999
2,9.25,1,53.477001,.023250001
2,9.3330002,1,53.507,.02327
2,9.4169998,1,53.536999,.02328
2,9.5,1,53.566002,.0233
2,9.5830002,1,53.595001,.023320001
2,9.6669998,1,53.624001,.02334
2,9.75,1,53.653,.023360001
2,9.8330002,1,53.681,.02338
2,9.9169998,1,53.709999,.023399999
2,10,1,53.737999,.02342
2,10.083,1,53.765999,.02344
2,10.167,1,53.793999,.023460001
2,10.25,1,53.820999,.02348
2,10.333,1,53.848,.023499999
2,10.417,1,53.875,.02352
2,10.5,1,53.902,.023539999
